year,googleknowlege_occupation,show,group,raw_guest_list
2014,documentarian,10/2/14,media,ben steele
2014,lawyer,10/27/14,misc,wendy davis
2014,us representative,10/28/14,politician,joaquin castro
2014,actor,10/29/14,acting,ellar coltrane
2014,rock band,10/30/14,musician,spoon
2014,surgeon,10/6/14,science,atul gawande
2014,stand-up comedian,10/7/14,comedy,wyatt cenac
2014,former cia director,10/8/14,government,leon panetta
2014,actor,10/9/14,acting,jeremy renner
2014,musician,11/10/14,musician,bruce springsteen & frank caruso
2014,illustrator,11/10/14,media,bruce springsteen & frank caruso
2014,united states ambassador to the united nations,11/11/14,government,samantha power
2014,actor,11/12/14,acting,steve carell
2014,journalist,11/13/14,media,maziar bahari & gael garc_a bernal
2014,film actor,11/13/14,acting,maziar bahari & gael garc_a bernal
2014,film director,11/17/14,media,laura poitras
2014,actor,11/18/14,acting,benedict cumberbatch
2014,actress,11/19/14,acting,jessica chastain
2014,actor,11/20/14,acting,eddie redmayne
2014,actor,11/3/14,acting,jake gyllenhaal
2014,rnc chairman,11/4/14,politician,reince priebus
2014,actor,11/5/14,acting,john cleese
2014,journalist,11/6/14,media,james risen
2014,legal analyst,12/1/14,misc,andrew napolitano
2014,writer,12/10/14,media,suki kim
2014,professional wrestler,12/11/14,athletics,mick foley
2014,film director,12/15/14,media,tim burton
2014,singer-songwriter,12/16/14,musician,paul mccartney
2014,actress,12/17/14,acting,anna kendrick
2014,non profit director,12/2/14,advocacy,sophie delaunay
2014,musician,12/3/14,musician,dave grohl
2014,actress,12/4/14,acting,angelina jolie
2014,television writer,12/8/14,media,norman lear
2014,filmmaker,12/9/14,media,kathryn bigelow & juan zarate
2014,white house official,12/9/14,political aide,kathryn bigelow & juan zarate
2014,actor,2/10/14,acting,ty burrell
2014,journalist,2/11/14,media,elizabeth kolbert
2014,actor,2/12/14,acting,joel kinnaman
2014,actor,2/18/14,acting,kevin spacey
2014,film director,2/19/14,media,david o. russell
2014,activist,2/20/14,advocacy,ronan farrow
2014,journalist,2/24/14,media,hooman majd
2014,futurist,2/25/14,academic,michio kaku
2014,actor,2/26/14,acting,liam neeson
2014,writer,2/27/14,media,kevin roose
2014,nyc mayor,2/3/14,politician,bill de blasio
2014,actress,2/4/14,acting,elizabeth banks
2014,actor,2/5/14,acting,george clooney
2014,reporter,2/6/14,media,robyn doolittle
2014,choreographer,3/10/14,media,paul taylor
2014,legal analyst,3/11/14,misc,andrew napolitano
2014,actor,3/12/14,acting,jason bateman
2014,attorney,3/13/14,misc,anita hill
2014,author,3/24/14,media,arianna huffington
2014,author,3/25/14,media,amy yates wuelfing & gibby haynes
2014,musician,3/25/14,musician,amy yates wuelfing & gibby haynes
2014,actor,3/26/14,acting,jude law
2014,statistician,3/27/14,media,nate silver
2014,television series creator,3/3/14,media,seth macfarlane
2014,actor,3/31/14,acting,peter dinklage
2014,former us senator,3/4/14,politician,jim demint
2014,television host,3/5/14,media,rachel maddow
2014,foreign policy analyst,3/6/14,academic,kimberly marten
2014,author,4/1/14,media,michael lewis
2014,actress,4/10/14,acting,jennifer garner
2014,actor,4/2/14,acting,samuel l. jackson
2014,administrator,4/21/14,government,gina mccarthy
2014,us senator,4/22/14,politician,elizabeth warren
2014,broadcaster,4/23/14,media,robin roberts
2014,historian,4/24/14,academic,ramachandra guha
2014,coach,4/28/14,athletics,mookie wilson
2014,writer,4/29/14,media,william d. cohan
2014,soccer player,4/3/14,athletics,pel
2014,professor,4/30/14,academic,martin gilens & benjamin page
2014,professor,4/30/14,academic,martin gilens & benjamin page
2014,author,4/7/14,media,matt taibbi
2014,actor,4/8/14,acting,denis leary
2014,actor,4/9/14,acting,colin firth
2014,stand-up comedian,5/1/14,comedy,david spade
2014,professor,5/12/14,academic,martin blaser
2014,journalist,5/13/14,media,ron suskind
2014,rock band,5/14/14,musician,blondie
2014,actor,5/15/14,acting,jim parsons
2014,actor,5/19/14,acting,james mcavoy
2014,chief technology officer of united states,5/20/14,government,aneesh chopra
2014,former united states secretary of the treasury,5/21/14,politician,timothy geithner
2014,actress,5/22/14,acting,drew barrymore
2014,baseball player,5/5/14,athletics,mariano rivera
2014,author,5/6/14,media,peter schuck
2014,actor,5/7/14,acting,seth rogen
2014,journalist,5/8/14,media,katie couric
2014,journalist,6/10/14,media,sebastian junger
2014,us senator,6/11/14,politician,charles schumer
2014,actor,6/12/14,acting,christopher walken
2014,businessman,6/16/14,business,howard schultz
2014,journalist,6/17/14,media,daniel schulman
2014,actor,6/18/14,acting,kevin hart
2014,author,6/19/14,media,hamid al-bayati
2014,actor,6/2/14,acting,robert de niro
2014,comedian,6/23/14,comedy,bill maher
2014,actress,6/24/14,acting,jennifer esposito
2014,actress,6/25/14,acting,keira knightley
2014,actress,6/26/14,acting,melissa mccarthy
2014,comedian,6/3/14,comedy,ricky gervais
2014,journalist,6/4/14,media,gihan ibrahim
2014,actor,6/5/14,acting,tom cruise
2014,lawyer,6/9/14,misc,philip k. howard
2014,writer,7/14/14,media,dahlia lithwick
2014,former us secretary of state,7/15/14,politician,hillary clinton
2014,comedian,7/16/14,comedy,jerry seinfeld
2014,actress,7/17/14,acting,emma stone
2014,journalist,7/21/14,media,sue turton
2014,film director,7/22/14,media,richard linklater
2014,actor,7/23/14,acting,george takei
2014,journalist,7/24/14,media,fareed zakaria
2014,journalist,7/28/14,media,sonia nazario
2014,journalist,7/29/14,media,sara firth
2014,actress,7/30/14,acting,maggie gyllenhaal
2014,actress,7/31/14,acting,aubrey plaza
2014,professor,8/26/14,academic,david l. rose
2014,academic,8/27/14,academic,hassan abbas
2014,comedian,8/28/14,comedy,todd glass
2014,actor,8/4/14,acting,elisabeth moss
2014,author,8/5/14,media,helen thorpe
2014,composer,8/6/14,musician,wu-tang clan
2014,tv producer,8/7/14,media,tracy droz tragos
2014,diplomat,9/10/14,government,ban ki-moon
2014,talk show host,9/11/14,media,tavis smiley
2014,filmmaker,9/15/14,media,ken burns
2014,actor,9/16/14,acting,bill hader
2014,law professor,9/17/14,academic,zephyr teachout
2014,us president,9/18/14,politician,bill clinton
2014,journalist,9/2/14,media,ramita navai
2014,journalist,9/22/14,media,jenny nordberg
2014,military,9/23/14,military,tony zinni
2014,non profit worker,9/24/14,advocacy,tia torres
2014,author,9/25/14,media,steven johnson
2014,syrian politician,9/29/14,politician,hadi al-bahra
2014,documentary filmmaker,9/3/14,media,rory kennedy
2014,actor,9/30/14,acting,ben affleck
2014,singer-songwriter,9/4/14,musician,adam levine
2014,united states senator,9/9/14,politician,kirsten gillibrand
2015,former president,1/12/15,politician,jimmy carter
2015,united states senator,1/13/15,politician,marco rubio
2015,actress,1/14/15,acting,julianne moore
2015,actress,1/15/15,acting,sienna miller
2015,former governor of arkansas,1/19/15,politician,mike huckabee
2015,actress,1/20/15,acting,jennifer lopez
2015,actress,1/21/15,acting,anne hathaway
2015,actress,1/22/15,acting,jennifer aniston
2015,former mayor of san antonio,1/26/15,politician,julian castro
2015,actor,1/28/15,acting,oscar isaac
2015,reporter,1/29/15,media,sarah chayes
2015,journalist,1/5/15,media,steven brill
2015,legal scholar,1/6/15,misc,cass sunstein
2015,director,1/7/15,media,ava duvernay
2015,actress,1/8/15,acting,allison williams
2015,former senior advisor to the presidnet,2/10/15,political aide,david axelrod
2015,actor,2/11/15,acting,colin firth
2015,actor,2/2/15,acting,martin short
2015,lawyer,2/23/15,misc,christine lagarde
2015,photojournalist,2/24/15,media,lynsey addario
2015,television host,2/25/15,media,conan o'brien
2015,actress,2/26/15,acting,olivia wilde
2015,executive,2/3/15,business,bill browder
2015,author,2/4/15,media,wes moore
2015,actor,2/5/15,acting,bob odenkirk
2015,actress,2/9/15,acting,patricia arquette
2015,comedian,3/10/15,comedy,abbi jacobson
2015,hip-hop artist,3/11/15,musician,common
2015,actor,3/12/15,acting,rob corddry
2015,journalist,3/16/15,media,andrew cockburn
2015,actress,3/17/15,acting,amanda seyfried
2015,actor,3/18/15,acting,kevin hart
2015,actor,3/19/15,acting,will ferrell
2015,actor,3/2/15,acting,robert smigel
2015,activist,3/23/15,advocacy,ayaan hirsi ali
2015,journalist,3/24/15,media,jon ronson
2015,film director,3/25/15,media,kirby dick
2015,orca trainer,3/26/15,athletics,john hargrove
2015,actress,3/3/15,acting,sigourney weaver
2015,ice hockey coach,3/4/15,athletics,viacheslav fetisov
2015,journalist,3/5/15,media,gerald posner
2015,us representative,3/9/15,politician,john lewis
2015,musician,4/13/15,musician,adam horovitz
2015,journalist,4/14/15,media,fareed zakaria
2015,actor,4/15/15,acting,billy crystal
2015,author,4/16/15,media,eric greitens
2015,author,4/20/15,media,gayle tzemach lemmon
2015,comedian,4/21/15,comedy,jeff garlin
2015,former white house press secretary,4/22/15,political aide,dana perino
2015,astrophysicist,4/23/15,science,neil degrasse tyson
2015,actress,4/27/15,acting,elizabeth olsen
2015,white house sommunications director,4/28/15,political aide,george stephanopoulos
2015,journalist,4/29/15,media,judith miller
2015,actress,4/30/15,acting,kristen wiig
2015,activist,4/6/15,advocacy,gene baur
2015,actor,4/7/15,acting,peter dinklage
2015,talk show host,4/8/15,media,tavis smiley
2015,us senator,4/9/15,politician,elizabeth warren
2015,singer-songwriter,5/11/15,musician,john legend
2015,journalist,5/12/15,media,tom brokaw
2015,professor,5/13/15,academic,reza aslan
2015,stand-up comedian,5/14/15,comedy,rebel wilson
2015,united states senate member,5/26/15,politician,rand paul
2015,professor,5/27/15,academic,rosabeth moss kanter
2015,baseball player,5/28/15,athletics,matt harvey
2015,film producer,5/4/15,media,brian grazer
2015,singer-songwriter,5/5/15,musician,willie nelson
2015,us secretary of energy,5/6/15,politician,ernest moniz
2015,rock band,5/7/15,musician,mumford & sons
2015,armed forces officer,6/1/15,military,stanley mcchrystal
2015,stand-up comedian,6/10/15,comedy,colin quinn
2015,actor,6/11/15,acting,mark ruffalo
2015,screenwriter,6/15/15,media,judd apatow
2015,actor,6/16/15,acting,aziz ansari
2015,us president,6/17/15,politician,bill clinton
2015,activist,6/18/15,advocacy,malala yousafzai
2015,nyc mayor,6/2/15,politician,bill de blasio
2015,united states senator,6/22/15,politician,al franken
2015,television series creator,6/23/15,media,seth macfarlane
2015,legal analyst,6/24/15,misc,andrew napolitano
2015,comedian,6/25/15,comedy,richard lewis
2015,actress,6/29/15,acting,taylor schilling
2015,actress,6/3/15,acting,melissa mccarthy
2015,actor,6/30/15,acting,jon hamm
2015,actor,6/4/15,acting,steve buscemi
2015,first minister of scotland,6/8/15,politician,nicola sturgeon
2015,actor,6/9/15,acting,nick offerman
2015,united states senator,7/1/15,politician,kirsten gillibrand
2015,author,7/2/15,media,sarah vowell
2015,actor,7/20/15,acting,paul rudd
2015,us president,7/21/15,politician,barack obama
2015,actor,7/22/15,acting,jake gyllenhaal
2015,writer,7/23/15,media,ta-nehisi coates
2015,author,7/27/15,media,david mccullough
2015,actor,7/28/15,acting,tom cruise
2015,biographer,7/29/15,media,doris kearns goodwin
2015,director,7/30/15,media,j. j. abrams
2015,stand-up comedian,8/3/15,comedy,amy schumer
2015,actor,8/4/15,acting,denis leary
2015,comedian,8/5/15,comedy,louis c.k.
