name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
ben shields,1925,nya,al,2,1,0,0.7381181,97,0.7031181,-0.0568642,shieb101
hal neubauer,1925,bos,al,0,0,0,0.7297181,103,0.6947181,,neubh101
alex ferguson,1925,ws1,al,4,0,1,0.7381181,97,0.7031181,0.6175144,ferga101
george uhle,1925,cle,al,1,0,0,0.7325181,101,0.6975181,0.1572906,uhleg101
chet falk,1925,sla,al,0,0,0,0.7255181,106,0.6905181,,falkc102
dixie davis,1925,sla,al,4,2,0,0.7255181,106,0.6905181,-0.0744164,david102
jack quinn,1925,pha,al,0,0,0,0.7255181,106,0.6905181,,quinj102
hooks dauss,1925,det,al,1,2,0,0.7367181,98,0.7017181,-0.5746802,daush101
ted blankenship,1925,cha,al,2,3,1,0.7409182,95,0.7059181,-0.7953871,blant101
rudy kallio,1925,bos,al,1,1,0,0.7297181,103,0.6947181,-0.2025068,kallr101
harry kelley,1925,ws1,al,0,0,1,0.7381181,97,0.7031181,,kellh101
sam gray,1925,pha,al,6,1,1,0.7255181,106,0.6905181,0.6065142,grays102
elam vangilder,1925,sla,al,7,2,3,0.7255181,106,0.6905181,0.4083754,vange101
allan russell,1925,ws1,al,6,1,0,0.7381181,97,0.7031181,0.5606502,russa101
george mogridge,1925,ws1,al,0,0,1,0.7381181,97,0.7031181,,mogrg101
joe lucey,1925,bos,al,0,0,0,0.7297181,103,0.6947181,,lucej101
rube walberg,1925,pha,al,15,3,0,0.7255181,106,0.6905181,1.336751,walbr101
spencer pumpelly,1925,ws1,al,0,0,0,0.7381181,97,0.7031181,,pumps101
mike cvengros,1925,cha,al,6,1,2,0.7409182,95,0.7059181,0.550458,cvenm101
waite hoyt,1925,nya,al,9,3,1,0.7381181,97,0.7031181,0.2925431,hoytw101
sherry smith,1925,cle,al,2,0,0,0.7325181,101,0.6975181,0.3145812,smits102
tom glass,1925,pha,al,0,0,0,0.7255181,106,0.6905181,,glast101
art stokes,1925,pha,al,0,0,0,0.7255181,106,0.6905181,,stoka101
joe shaute,1925,cle,al,6,3,0,0.7325181,101,0.6975181,-0.1443847,shauj101
elbert andrews,1925,pha,al,0,0,0,0.7255181,106,0.6905181,,andre102
bullet joe bush,1925,sla,al,1,0,1,0.7255181,106,0.6905181,0.1609306,bushj102
alex ferguson,1925,nya,al,1,0,0,0.7381181,97,0.7031181,0.1543786,ferga101
hank johnson,1925,nya,al,0,0,0,0.7381181,97,0.7031181,,johnh101
sloppy thurston,1925,cha,al,4,1,0,0.7409182,95,0.7059181,0.2446129,thurs101
jake miller,1925,cle,al,5,3,2,0.7325181,101,0.6975181,-0.3016753,millj109
jack quinn,1925,bos,al,0,3,0,0.7297181,103,0.6947181,-1.08376,quinj102
paul zahniser,1925,bos,al,0,0,0,0.7297181,103,0.6947181,,zahnp101
bob shawkey,1925,nya,al,4,1,2,0.7381181,97,0.7031181,0.251893,shawb102
urban shocker,1925,nya,al,0,1,1,0.7381181,97,0.7031181,-0.3656214,shocu101
earl whitehill,1925,det,al,2,0,0,0.7367181,98,0.7017181,0.3102132,white102
sad sam jones,1925,nya,al,4,2,1,0.7381181,97,0.7031181,-0.1137284,jones104
leo mangum,1925,cha,al,0,0,0,0.7409182,95,0.7059181,,mangl101
ray francis,1925,nya,al,0,0,0,0.7381181,97,0.7031181,,franr101
tink riviere,1925,cha,al,0,0,0,0.7409182,95,0.7059181,,rivit101
george blaeholder,1925,sla,al,0,0,0,0.7255181,106,0.6905181,,blaeg101
dutch levsen,1925,cle,al,0,0,0,0.7325181,101,0.6975181,,levsd101
ken ash,1925,cha,al,0,0,0,0.7409182,95,0.7059181,,ash-k101
bert cole,1925,det,al,4,1,0,0.7367181,98,0.7017181,0.255533,coleb101
stan baumgartner,1925,pha,al,3,1,1,0.7255181,106,0.6905181,0.1237224,baums101
rip collins,1925,det,al,0,0,0,0.7367181,98,0.7017181,,collr104
jim joe edwards,1925,cle,al,0,2,0,0.7325181,101,0.6975181,-0.7254188,edwaj102
brad springer,1925,sla,al,0,0,0,0.7255181,106,0.6905181,,sprib101
george grant,1925,sla,al,1,2,0,0.7255181,106,0.6905181,-0.5572082,grang101
eddie rommel,1925,pha,al,11,1,3,0.7255181,106,0.6905181,1.411167,romme101
tom zachary,1925,ws1,al,2,1,0,0.7381181,97,0.7031181,-0.0568642,zacht101
sarge connally,1925,cha,al,12,2,4,0.7409182,95,0.7059181,1.100916,conns101
frank mack,1925,cha,al,0,0,0,0.7409182,95,0.7059181,,mackf101
carl yowell,1925,cle,al,0,0,0,0.7325181,101,0.6975181,,yowec101
ted lyons,1925,cha,al,3,2,2,0.7409182,95,0.7059181,-0.2753871,lyont102
bert cole,1925,cle,al,0,0,0,0.7325181,101,0.6975181,,coleb101
charlie robertson,1925,cha,al,0,0,0,0.7409182,95,0.7059181,,robec101
red ruffing,1925,bos,al,1,0,0,0.7297181,103,0.6947181,0.1587466,ruffr101
kent greenfield,1925,ny1,nl,1,2,0,0.7667598,95,0.7317598,-0.6215453,greek101
dutch ulrich,1925,phi,nl,6,0,0,0.7429598,112,0.7079598,0.9111655,ulrid101
tom sheehan,1925,cin,nl,1,0,0,0.7653598,96,0.7303597,0.1402129,sheet102
vic keen,1925,chn,nl,5,3,0,0.7569598,102,0.7219598,-0.4033526,keenv101
ray pierce,1925,phi,nl,0,0,2,0.7429598,112,0.7079598,,pierr101
johnny morrison,1925,pit,nl,13,3,3,0.7541598,104,0.7191598,0.7765906,morrj105
emil yde,1925,pit,nl,2,0,0,0.7541598,104,0.7191598,0.2920738,yde-e101
leo dickerman,1925,sln,nl,0,0,1,0.7569598,102,0.7219598,,dickl101
jack knight,1925,phi,nl,4,1,3,0.7429598,112,0.7079598,0.2393046,knigj103
duster mails,1925,sln,nl,0,0,0,0.7569598,102,0.7219598,,mailw101
bill anderson,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,andeb103
joe oeschger,1925,bro,nl,0,0,1,0.7639598,97,0.7289597,,oescj101
jack bentley,1925,ny1,nl,2,0,0,0.7667598,95,0.7317598,0.2789698,bentj101
guy bush,1925,chn,nl,7,1,1,0.7569598,102,0.7219598,0.6366473,bushg101
walt huntzinger,1925,ny1,nl,11,2,0,0.7667598,95,0.7317598,0.7733039,huntw101
joe batchelder,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,batcj101
jack scott,1925,ny1,nl,5,0,1,0.7667598,95,0.7317598,0.6974245,scotj101
pete donohue,1925,cin,nl,2,0,0,0.7653598,96,0.7303597,0.2804259,donop102
bob osborn,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,osbob102
johnny stuart,1925,sln,nl,3,2,0,0.7569598,102,0.7219598,-0.3170953,stuaj101
bernie friberg,1925,phi,nl,0,0,0,0.7429598,112,0.7079598,,fribb101
bill hubbell,1925,phi,nl,0,0,1,0.7429598,112,0.7079598,,hubbb101
ike kamp,1925,bsn,nl,5,1,0,0.7681598,94,0.7331598,0.3125414,kampi101
carl mays,1925,cin,nl,2,2,2,0.7653598,96,0.7303597,-0.4791482,maysc101
bob vines,1925,phi,nl,0,0,0,0.7429598,112,0.7079598,,vineb101
flint rhem,1925,sln,nl,2,0,0,0.7569598,102,0.7219598,0.2891618,rhemf101
tiny osborne,1925,bro,nl,8,6,2,0.7639598,97,0.7289597,-1.146827,osbot101
wayland dean,1925,ny1,nl,5,2,0,0.7667598,95,0.7317598,-0.0636056,deanw101
bob smith,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,smitb110
huck betts,1925,phi,nl,6,2,1,0.7429598,112,0.7079598,0.1748874,betth101
pete alexander,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,alexg102
harry baldwin,1925,ny1,nl,0,0,0,0.7667598,95,0.7317598,,baldh101
guy cantrell,1925,bro,nl,0,0,1,0.7639598,97,0.7289597,,cantg101
jesse haines,1925,sln,nl,3,2,1,0.7569598,102,0.7219598,-0.3170953,hainj101
elmer jacobs,1925,chn,nl,4,2,1,0.7569598,102,0.7219598,-0.1725144,jacoe101
andy rush,1925,bro,nl,0,0,0,0.7639598,97,0.7289597,,rusha101
clarence mitchell,1925,phi,nl,2,0,0,0.7429598,112,0.7079598,0.3037218,mitcc102
eddie dyer,1925,sln,nl,7,1,1,0.7569598,102,0.7219598,0.6366473,dyere101
ray kremer,1925,pit,nl,11,3,2,0.7541598,104,0.7191598,0.4845167,kremr101
gil paulsen,1925,sln,nl,0,0,0,0.7569598,102,0.7219598,,paulg101
babe adams,1925,pit,nl,8,1,2,0.7541598,104,0.7191598,0.7943323,adamb104
tom sheehan,1925,pit,nl,5,2,1,0.7541598,104,0.7191598,-0.0177415,sheet102
rube marquard,1925,bsn,nl,2,1,1,0.7681598,94,0.7331598,-0.1037292,marqr102
art nehf,1925,ny1,nl,11,1,1,0.7667598,95,0.7317598,1.153819,nehfa101
bill sherdel,1925,sln,nl,0,0,3,0.7569598,102,0.7219598,,sherb101
hugh mcquillan,1925,ny1,nl,1,0,0,0.7667598,95,0.7317598,0.1394849,mcquh101
skinny graham,1925,bsn,nl,3,2,1,0.7681598,94,0.7331598,-0.3462154,grahs101
harry biemiller,1925,cin,nl,1,0,0,0.7653598,96,0.7303597,0.1402129,biemh101
jack wisner,1925,ny1,nl,0,0,1,0.7667598,95,0.7317598,,wisnj101
pedro dibut,1925,cin,nl,0,0,0,0.7653598,96,0.7303597,,dibup101
johnny couch,1925,phi,nl,5,0,0,0.7429598,112,0.7079598,0.7593046,coucj101
foster edwards,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,edwaf101
virgil barnes,1925,ny1,nl,5,2,1,0.7667598,95,0.7317598,-0.0636056,barnv101
tim mcnamara,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,mcnat101
bill vargus,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,vargb101
hal carlson,1925,phi,nl,0,0,0,0.7429598,112,0.7079598,,carlh101
rosy ryan,1925,bsn,nl,8,2,0,0.7681598,94,0.7331598,0.3475692,ryanr101
lou koupal,1925,pit,nl,0,0,0,0.7541598,104,0.7191598,,koupl101
ed clough,1925,sln,nl,0,0,0,0.7569598,102,0.7219598,,cloue101
art reinhart,1925,sln,nl,0,0,0,0.7569598,102,0.7219598,,reina102
freddie fitzsimmons,1925,ny1,nl,1,0,1,0.7667598,95,0.7317598,0.1394849,fitzf101
johnny cooney,1925,bsn,nl,6,0,0,0.7681598,94,0.7331598,0.8325415,coonj101
lloyd brown,1925,bro,nl,0,0,0,0.7639598,97,0.7289597,,browl101
jakie may,1925,cin,nl,3,2,2,0.7653598,96,0.7303597,-0.3389353,may-j102
jesse petty,1925,bro,nl,5,1,0,0.7639598,97,0.7289597,0.3256456,pettj103
lee meadows,1925,pit,nl,2,4,0,0.7541598,104,0.7191598,-1.203779,meadl101
dana fillingim,1925,phi,nl,2,0,0,0.7429598,112,0.7079598,0.3037218,filld101
roy crumpler,1925,phi,nl,0,0,0,0.7429598,112,0.7079598,,crumr101
vic aldridge,1925,pit,nl,4,0,0,0.7541598,104,0.7191598,0.5841476,aldrv101
george milstead,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,milsg101
burleigh grimes,1925,bro,nl,3,0,1,0.7639598,97,0.7289597,0.4228228,grimb101
bud culloton,1925,pit,nl,0,0,0,0.7541598,104,0.7191598,,cullb101
george stueland,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,stueg101
skinny o'neal,1925,phi,nl,0,0,0,0.7429598,112,0.7079598,,oneas101
marv goodwin,1925,cin,nl,0,0,0,0.7653598,96,0.7303597,,goodm102
rube benton,1925,cin,nl,8,1,2,0.7653598,96,0.7303597,0.7419165,bentr102
wilbur cooper,1925,chn,nl,4,1,0,0.7569598,102,0.7219598,0.2029046,coopw101
joe ogrodowski,1925,bsn,nl,0,0,0,0.7681598,94,0.7331598,,ogroj101
eppa rixey,1925,cin,nl,3,0,1,0.7653598,96,0.7303597,0.4206388,rixee101
tony kaufmann,1925,chn,nl,3,1,0,0.7569598,102,0.7219598,0.0583237,kauft101
jim roberts,1925,bro,nl,0,0,0,0.7639598,97,0.7289597,,robej101
don songer,1925,pit,nl,0,1,0,0.7541598,104,0.7191598,-0.3739631,songd101
neal brady,1925,cin,nl,1,1,0,0.7653598,96,0.7303597,-0.2395741,bradn101
pea ridge day,1925,sln,nl,2,2,0,0.7569598,102,0.7219598,-0.4616763,day-c101
percy jones,1925,chn,nl,5,0,0,0.7569598,102,0.7219598,0.7229046,jonep101
red oldham,1925,pit,nl,3,0,0,0.7541598,104,0.7191598,0.4381107,oldhr101
jesse barnes,1925,bsn,nl,0,2,0,0.7681598,94,0.7331598,-0.7624862,barnj102
bill hallahan,1925,sln,nl,0,1,0,0.7569598,102,0.7219598,-0.3754191,hallb104
herb brett,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,bretd101
rube ehrhardt,1925,bro,nl,4,2,1,0.7639598,97,0.7289597,-0.1943543,ehrhr101
bill hubbell,1925,bro,nl,4,2,4,0.7639598,97,0.7289597,-0.1943543,hubbb101
jumbo brown,1925,chn,nl,0,0,0,0.7569598,102,0.7219598,,browj110
larry benton,1925,bsn,nl,1,2,1,0.7681598,94,0.7331598,-0.6237292,bentl101
nelson greene,1925,bro,nl,7,3,0,0.7639598,97,0.7289597,-0.1505907,green101
art decatur,1925,phi,nl,3,2,1,0.7429598,112,0.7079598,-0.2806953,decaa101
hank thormahlen,1925,bro,nl,0,1,0,0.7639598,97,0.7289597,-0.3790591,thorh101
art decatur,1925,bro,nl,0,1,0,0.7639598,97,0.7289597,-0.3790591,decaa101
jumbo elliott,1925,bro,nl,0,1,0,0.7639598,97,0.7289597,-0.3790591,ellij103
joe genewich,1925,bsn,nl,6,0,0,0.7681598,94,0.7331598,0.8325415,genej101
allen sothoron,1925,sln,nl,5,3,1,0.7569598,102,0.7219598,-0.4033526,sotha101
sheriff blake,1925,chn,nl,2,0,0,0.7569598,102,0.7219598,0.2891618,blaks101
benn karr,1927,cle,al,3,1,0,0.8067238,102,0.7717238,-0.0451855,karrb101
sam gibson,1927,det,al,3,2,0,0.8067238,102,0.7717238,-0.4464818,gibss101
charlie barnabe,1927,cha,al,1,1,1,0.8123238,98,0.7773238,-0.2884167,barnc101
willis hudlin,1927,cle,al,9,0,1,0.8067238,102,0.7717238,1.068333,hudlw101
hal mckain,1927,cle,al,0,0,0,0.8067238,102,0.7717238,,mckah101
howard ehmke,1927,pha,al,1,0,0,0.8067238,102,0.7717238,0.1187036,ehmkh101
george uhle,1927,cle,al,2,1,3,0.8067238,102,0.7717238,-0.1638891,uhleg101
sarge connally,1927,cha,al,16,6,3,0.8123238,98,0.7773238,-0.5725838,conns101
ike powers,1927,pha,al,5,0,0,0.8067238,102,0.7717238,0.5935181,powei101
rube walberg,1927,pha,al,12,2,4,0.8067238,102,0.7717238,0.6218507,walbr101
lil stoner,1927,det,al,7,2,0,0.8067238,102,0.7717238,0.0283326,stonl101
clay van alstyne,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,vanac101
jimmie dykes,1927,pha,al,1,0,0,0.8067238,102,0.7717238,0.1187036,dykej101
boom-boom beck,1927,sla,al,0,0,0,0.8025238,105,0.7675238,,beckb104
red ruffing,1927,bos,al,3,1,2,0.8067238,102,0.7717238,-0.0451855,ruffr101
red faber,1927,cha,al,0,0,0,0.8123238,98,0.7773238,,faber101
jing johnson,1927,pha,al,1,2,0,0.8067238,102,0.7717238,-0.6838892,johnj102
firpo marberry,1927,ws1,al,16,1,4,0.8123238,98,0.7773238,1.448458,marbf101
slim harriss,1927,bos,al,3,5,2,0.8067238,102,0.7717238,-1.650371,harrs101
jake miller,1927,cle,al,2,2,0,0.8067238,102,0.7717238,-0.5651855,millj109
hod lisenbee,1927,ws1,al,4,1,1,0.8123238,98,0.7773238,0.0589582,liseh101
garland braxton,1927,ws1,al,22,7,6,0.8123238,98,0.7773238,-0.2820428,braxg101
elam vangilder,1927,sla,al,4,0,1,0.8025238,105,0.7675238,0.4835506,vange101
willie underhill,1927,cle,al,0,1,0,0.8067238,102,0.7717238,-0.4012964,undew101
ownie carroll,1927,det,al,0,0,0,0.8067238,102,0.7717238,,carro101
wilcy moore,1927,nya,al,47,2,7,0.8179238,94,0.7829238,4.491102,moorw101
bump hadley,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,hadlb101
earl whitehill,1927,det,al,7,1,2,0.8067238,102,0.7717238,0.429629,white102
don hankins,1927,det,al,0,1,1,0.8067238,102,0.7717238,-0.4012964,hankd101
stan coveleski,1927,ws1,al,0,0,1,0.8123238,98,0.7773238,,coves101
sherry smith,1927,cle,al,5,1,1,0.8067238,102,0.7717238,0.1922217,smits102
nick cullop,1927,cle,al,0,0,0,0.8067238,102,0.7717238,,culln102
tommy thomas,1927,cha,al,0,0,0,0.8123238,98,0.7773238,,thomt103
george pipgras,1927,nya,al,0,0,0,0.8179238,94,0.7829238,,pipgg101
jim walkup,1927,det,al,0,0,0,0.8067238,102,0.7717238,,walkj101
lefty willis,1927,pha,al,0,0,0,0.8067238,102,0.7717238,,willl103
myles thomas,1927,nya,al,7,1,0,0.8179238,94,0.7829238,0.3830369,thomm101
george smith,1927,det,al,2,2,0,0.8067238,102,0.7717238,-0.5651855,smitg102
josh billings,1927,det,al,1,1,0,0.8067238,102,0.7717238,-0.2825928,billj102
sam gray,1927,pha,al,10,0,2,0.8067238,102,0.7717238,1.187036,grays102
urban shocker,1927,nya,al,2,0,0,0.8179238,94,0.7829238,0.2257592,shocu101
neal baker,1927,pha,al,0,0,0,0.8067238,102,0.7717238,,baken102
bobby burke,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,burkb102
del lundgren,1927,bos,al,2,0,1,0.8067238,102,0.7717238,0.2374072,lundd101
john wilson,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,wilsj102
tony welzer,1927,bos,al,5,1,3,0.8067238,102,0.7717238,0.1922217,welzt101
rudy sommers,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,sommr101
walter beall,1927,nya,al,0,0,0,0.8179238,94,0.7829238,,bealw101
joe giard,1927,nya,al,0,1,0,0.8179238,94,0.7829238,-0.4071204,giarj101
carroll yerkes,1927,pha,al,0,0,0,0.8067238,102,0.7717238,,yerkc101
dutch ruether,1927,nya,al,0,0,0,0.8179238,94,0.7829238,,ruetd101
george grant,1927,cle,al,14,3,2,0.8067238,102,0.7717238,0.4579616,grang101
hap collard,1927,cle,al,0,0,0,0.8067238,102,0.7717238,,collh104
danny macfayden,1927,bos,al,8,1,0,0.8067238,102,0.7717238,0.5483326,macfd101
lefty stewart,1927,sla,al,0,1,0,0.8025238,105,0.7675238,-0.3991123,stewl101
ken holloway,1927,det,al,4,1,2,0.8067238,102,0.7717238,0.0735181,hollk101
eddie rommel,1927,pha,al,1,0,0,0.8067238,102,0.7717238,0.1187036,romme101
waite hoyt,1927,nya,al,5,2,0,0.8179238,94,0.7829238,-0.2498426,hoytw101
general crowder,1927,sla,al,6,0,1,0.8025238,105,0.7675238,0.7253258,crowg102
jack russell,1927,bos,al,0,1,0,0.8067238,102,0.7717238,-0.4012964,russj103
dutch levsen,1927,cle,al,5,1,0,0.8067238,102,0.7717238,0.1922217,levsd101
chet falk,1927,sla,al,0,0,0,0.8025238,105,0.7675238,,falkc102
lefty grove,1927,pha,al,22,3,3,0.8067238,102,0.7717238,1.40759,grovl101
jim wright,1927,sla,al,0,0,0,0.8025238,105,0.7675238,,wrigj104
herb pennock,1927,nya,al,4,0,1,0.8179238,94,0.7829238,0.4515184,pennh101
ernie nevers,1927,sla,al,6,2,2,0.8025238,105,0.7675238,-0.0728989,nevee101
dick coffman,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,coffd101
milt gaston,1927,sla,al,2,1,0,0.8025238,105,0.7675238,-0.157337,gastm101
george murray,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,murrg101
sloppy thurston,1927,ws1,al,3,1,0,0.8123238,98,0.7773238,-0.0568335,thurs101
general crowder,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,crowg102
ernie wingard,1927,sla,al,2,1,1,0.8025238,105,0.7675238,-0.157337,winge102
stew bolen,1927,sla,al,0,0,0,0.8025238,105,0.7675238,,boles101
joe pate,1927,pha,al,10,4,3,0.8067238,102,0.7717238,-0.4181492,patej101
wes ferrell,1927,cle,al,0,0,0,0.8067238,102,0.7717238,,ferrw101
hal wiltse,1927,bos,al,4,1,0,0.8067238,102,0.7717238,0.0735181,wilth101
jack quinn,1927,pha,al,3,1,0,0.8067238,102,0.7717238,-0.0451855,quinj102
ed wells,1927,det,al,0,0,0,0.8067238,102,0.7717238,,welle101
ted wingfield,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,wingt101
sad sam jones,1927,sla,al,0,0,0,0.8025238,105,0.7675238,,jones104
ted lyons,1927,cha,al,2,1,0,0.8123238,98,0.7773238,-0.1726251,lyont102
win ballou,1927,sla,al,4,0,1,0.8025238,105,0.7675238,0.4835506,ballw101
walter johnson,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,johnw102
bob cremins,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,cremb101
garland buckeye,1927,cle,al,4,2,0,0.8067238,102,0.7717238,-0.3277782,buckg101
jess doyle,1927,det,al,0,0,0,0.8067238,102,0.7717238,,doylj105
dick jones,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,joned103
frank bennett,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,bennf102
herb bradley,1927,bos,al,0,0,0,0.8067238,102,0.7717238,,bradh102
elmer jacobs,1927,cha,al,0,0,1,0.8123238,98,0.7773238,,jacoe101
jumbo brown,1927,cle,al,0,1,0,0.8067238,102,0.7717238,-0.4012964,browj110
paul hopkins,1927,ws1,al,0,0,0,0.8123238,98,0.7773238,,hopkp101
buzz wetzel,1927,pha,al,0,0,0,0.8067238,102,0.7717238,,wetzb101
joe shaute,1927,cle,al,3,0,1,0.8067238,102,0.7717238,0.3561109,shauj101
bob shawkey,1927,nya,al,6,0,0,0.8179238,94,0.7829238,0.6772777,shawb102
bert cole,1927,cha,al,0,1,0,0.8123238,98,0.7773238,-0.4042084,coleb101
ted blankenship,1927,cha,al,2,1,0,0.8123238,98,0.7773238,-0.1726251,blant101
rip collins,1927,det,al,0,0,0,0.8067238,102,0.7717238,,collr104
percy jones,1927,chn,nl,6,0,2,0.6916174,99,0.6566173,1.071354,jonep101
carl mays,1927,cin,nl,1,0,0,0.6944174,97,0.6594173,0.177103,maysc101
flint rhem,1927,sln,nl,0,0,0,0.6874174,102,0.6524174,,rhemf101
carmen hill,1927,pit,nl,8,1,3,0.6832173,105,0.6482173,1.126343,hillc102
hal carlson,1927,chn,nl,2,0,1,0.6916174,99,0.6566173,0.357118,carlh101
bob smith,1927,bsn,nl,7,3,1,0.6986174,94,0.6636174,0.1891896,smitb110
johnny miljus,1927,pit,nl,4,2,1,0.6832173,105,0.6482173,0.057562,miljj101
jim beckman,1927,cin,nl,0,0,0,0.6944174,97,0.6594173,,beckj101
doug mcweeny,1927,bro,nl,1,0,1,0.6902174,100,0.6552173,0.179287,mcwed101
dolf luque,1927,cin,nl,3,0,1,0.6944174,97,0.6594173,0.5313089,luqud101
kent greenfield,1927,ny1,nl,0,2,1,0.6930174,98,0.6580173,-0.684338,greek101
kent greenfield,1927,bsn,nl,0,1,0,0.6986174,94,0.6636174,-0.345081,greek101
jack scott,1927,phi,nl,1,2,6,0.6916174,99,0.6566173,-0.5043231,scotj101
fay thomas,1927,ny1,nl,0,0,0,0.6930174,98,0.6580173,,thomf105
guy morrison,1927,bsn,nl,0,0,0,0.6986174,94,0.6636174,,morrg101
bunny hearn,1927,bsn,nl,0,1,1,0.6986174,94,0.6636174,-0.345081,hearb101
clarence mitchell,1927,phi,nl,1,0,0,0.6916174,99,0.6566173,0.178559,mitcc102
pete appleton,1927,cin,nl,0,0,0,0.6944174,97,0.6594173,,applp101
dutch henry,1927,ny1,nl,11,2,4,0.6930174,98,0.6580173,1.271803,henrd101
art nehf,1927,chn,nl,0,0,1,0.6916174,99,0.6566173,,nehfa101
bullet joe bush,1927,pit,nl,3,0,0,0.6832173,105,0.6482173,0.548781,bushj102
hi bell,1927,sln,nl,1,4,2,0.6874174,102,0.6524174,-1.176285,bellh101
sheriff blake,1927,chn,nl,1,4,0,0.6916174,99,0.6566173,-1.187205,blaks101
dazzy vance,1927,bro,nl,0,0,1,0.6902174,100,0.6552173,,vancd101
burleigh grimes,1927,ny1,nl,6,0,2,0.6930174,98,0.6580173,1.066986,grimb101
mike cvengros,1927,pit,nl,4,2,1,0.6832173,105,0.6482173,0.057562,cvenm101
bill walker,1927,ny1,nl,0,0,0,0.6930174,98,0.6580173,,walkb101
joe genewich,1927,bsn,nl,8,1,2,0.6986174,94,0.6636174,1.054271,genej101
jesse barnes,1927,bro,nl,4,3,0,0.6902174,100,0.6552173,-0.3049911,barnj102
jimmy ring,1927,sln,nl,0,1,1,0.6874174,102,0.6524174,-0.339257,ringj101
jim brillheart,1927,chn,nl,1,0,3,0.6916174,99,0.6566173,0.178559,brilj101
emil yde,1927,pit,nl,2,0,1,0.6832173,105,0.6482173,0.365854,yde-e101
eppa rixey,1927,cin,nl,1,0,0,0.6944174,97,0.6594173,0.177103,rixee101
freddie fitzsimmons,1927,ny1,nl,3,2,0,0.6930174,98,0.6580173,-0.150845,fitzf101
guy bush,1927,chn,nl,2,1,1,0.6916174,99,0.6566173,0.015677,bushg101
johnny welch,1927,chn,nl,0,0,0,0.6916174,99,0.6566173,,welcj101
les sweetland,1927,phi,nl,1,0,0,0.6916174,99,0.6566173,0.178559,sweel101
eddie dyer,1927,sln,nl,0,0,0,0.6874174,102,0.6524174,,dyere101
art mills,1927,bsn,nl,0,0,0,0.6986174,94,0.6636174,,milla101
bullet joe bush,1927,ny1,nl,0,0,0,0.6930174,98,0.6580173,,bushj102
hub pruett,1927,phi,nl,0,0,1,0.6916174,99,0.6566173,,prueh101
jakie may,1927,cin,nl,1,2,3,0.6944174,97,0.6594173,-0.508691,may-j102
red lucas,1927,cin,nl,6,2,0,0.6944174,97,0.6594173,0.3768239,lucar102
syl johnson,1927,sln,nl,0,0,0,0.6874174,102,0.6524174,,johns101
bob osborn,1927,chn,nl,19,1,1,0.6916174,99,0.6566173,3.051179,osbob102
don songer,1927,pit,nl,0,0,0,0.6832173,105,0.6482173,,songd101
hal carlson,1927,phi,nl,0,1,0,0.6916174,99,0.6566173,-0.341441,carlh101
bill doak,1927,bro,nl,2,1,0,0.6902174,100,0.6552173,0.017861,doakb101
luther roy,1927,chn,nl,3,1,1,0.6916174,99,0.6566173,0.1942359,roy-l101
ben cantwell,1927,ny1,nl,0,0,0,0.6930174,98,0.6580173,,cantb102
wayland dean,1927,chn,nl,0,0,0,0.6916174,99,0.6566173,,deanw101
vic aldridge,1927,pit,nl,0,0,0,0.6832173,105,0.6482173,,aldrv101
dutch ulrich,1927,phi,nl,6,2,2,0.6916174,99,0.6566173,0.3884718,ulrid101
art reinhart,1927,sln,nl,1,0,0,0.6874174,102,0.6524174,0.180743,reina102
george mogridge,1927,bsn,nl,11,5,3,0.6986174,94,0.6636174,0.1987035,mogrg101
charlie root,1927,chn,nl,8,4,2,0.6916174,99,0.6566173,0.0627079,rootc101
jack knight,1927,bsn,nl,0,0,0,0.6986174,94,0.6636174,,knigj103
pete donohue,1927,cin,nl,3,3,2,0.6944174,97,0.6594173,-0.4973821,donop102
jesse haines,1927,sln,nl,0,0,0,0.6874174,102,0.6524174,,hainj101
lefty weinert,1927,chn,nl,0,0,0,0.6916174,99,0.6566173,,weinl101
